"","Attrition","BusinessTravel","Department","EducationField","Gender","JobRole","OverTime","MaritalStatus","Age","DailyRate","DistanceFromHome","Education","EmployeeNumber","EnvironmentSatisfaction","HourlyRate","JobInvolvement","JobLevel","JobSatisfaction","MonthlyIncome","MonthlyRate","NumCompaniesWorked","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
"1316","No","Travel_Rarely","Research & Development","Other","Female","Research Scientist","Yes","Married",36,430,2,4,1847,4,73,3,2,2,6962,19573,4,22,4,4,1,15,2,3,1,0,0,0
"1317","No","Travel_Frequently","Sales","Life Sciences","Male","Sales Executive","No","Married",43,1422,2,4,1849,1,92,3,2,4,5675,19246,1,20,4,3,1,7,5,3,7,7,7,7
"1318","No","Travel_Frequently","Research & Development","Life Sciences","Female","Laboratory Technician","Yes","Single",27,1297,5,2,1850,4,53,3,1,4,2379,19826,0,14,3,3,0,6,3,2,5,4,0,2
"1319","No","Travel_Frequently","Research & Development","Medical","Male","Laboratory Technician","No","Married",29,574,20,1,1852,4,40,3,1,4,3812,7003,1,13,3,2,0,11,3,4,11,8,3,10
"1320","No","Travel_Frequently","Sales","Marketing","Male","Sales Executive","No","Single",32,1318,10,4,1853,4,79,3,2,4,4648,26075,8,13,3,3,0,4,2,4,0,0,0,0
"1321","No","Non-Travel","Research & Development","Technical Degree","Male","Research Scientist","No","Married",42,355,10,4,1854,3,38,3,1,3,2936,6161,3,22,4,2,2,10,1,2,6,3,3,3
"1322","No","Travel_Rarely","Research & Development","Life Sciences","Female","Laboratory Technician","No","Single",47,207,9,4,1856,2,64,3,1,3,2105,5411,4,12,3,3,0,7,2,3,2,2,2,0
"1323","No","Travel_Rarely","Research & Development","Life Sciences","Male","Manufacturing Director","No","Divorced",46,706,2,2,1857,4,82,3,3,4,8578,19989,3,14,3,3,1,12,4,2,9,8,4,7
"1324","No","Non-Travel","Human Resources","Life Sciences","Male","Human Resources","No","Divorced",28,280,1,2,1858,3,43,3,1,4,2706,10494,1,15,3,2,1,3,2,3,3,2,2,2
"1325","No","Travel_Rarely","Research & Development","Life Sciences","Male","Healthcare Representative","No","Divorced",29,726,29,1,1859,4,93,1,2,3,6384,21143,8,17,3,4,2,11,3,3,7,0,1,6
"1326","No","Travel_Rarely","Research & Development","Life Sciences","Male","Laboratory Technician","No","Single",42,1142,8,3,1860,4,81,3,1,3,3968,13624,4,13,3,4,0,8,3,3,0,0,0,0
"1327","Yes","Travel_Rarely","Sales","Marketing","Male","Sales Executive","Yes","Single",32,414,2,4,1862,3,82,2,2,2,9907,26186,7,12,3,3,0,7,3,2,2,2,2,2
"1328","No","Travel_Rarely","Sales","Technical Degree","Female","Sales Executive","No","Divorced",46,1319,3,3,1863,1,45,4,4,1,13225,7739,2,12,3,4,1,25,5,3,19,17,2,8
"1329","No","Travel_Rarely","Sales","Medical","Female","Sales Representative","No","Married",27,728,23,1,1864,2,36,2,2,3,3540,7018,1,21,4,4,1,9,5,3,9,8,5,8
"1330","No","Travel_Rarely","Human Resources","Medical","Male","Human Resources","No","Married",29,352,6,1,1865,4,87,2,1,2,2804,15434,1,11,3,4,0,1,3,3,1,0,0,0
"1331","No","Travel_Rarely","Research & Development","Medical","Female","Manager","No","Married",43,823,6,3,1866,1,81,2,5,3,19392,22539,7,13,3,4,0,21,2,3,16,12,6,14
"1332","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Director","No","Married",48,1224,10,3,1867,4,91,2,5,2,19665,13583,4,12,3,4,0,29,3,3,22,10,12,9
"1333","Yes","Travel_Frequently","Research & Development","Life Sciences","Male","Research Scientist","Yes","Single",29,459,24,2,1868,4,73,2,1,4,2439,14753,1,24,4,2,0,1,3,2,1,0,1,0
"1334","Yes","Travel_Rarely","Sales","Life Sciences","Female","Sales Executive","No","Married",46,1254,10,3,1869,3,64,3,3,2,7314,14011,5,21,4,3,3,14,2,3,8,7,0,7
"1335","No","Travel_Frequently","Research & Development","Life Sciences","Female","Research Scientist","No","Married",27,1131,15,3,1870,4,77,2,1,1,4774,23844,0,19,3,4,1,8,2,2,7,6,7,3
"1336","No","Travel_Rarely","Research & Development","Other","Male","Research Scientist","No","Divorced",39,835,19,4,1871,4,41,3,2,4,3902,5141,8,14,3,2,3,7,2,3,2,2,2,2
"1337","No","Travel_Rarely","Research & Development","Technical Degree","Male","Research Scientist","No","Married",55,836,2,4,1873,2,98,2,1,4,2662,7975,8,20,4,2,1,19,2,4,5,2,0,4
"1338","No","Travel_Rarely","Sales","Medical","Female","Sales Representative","No","Married",28,1172,3,3,1875,2,78,3,1,2,2856,3692,1,19,3,4,1,1,3,3,1,0,0,0
"1339","Yes","Travel_Rarely","Sales","Medical","Male","Sales Representative","No","Single",30,945,9,3,1876,2,89,3,1,4,1081,16019,1,13,3,3,0,1,3,2,1,0,0,0
"1340","Yes","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","Yes","Single",22,391,7,1,1878,4,75,3,1,2,2472,26092,1,23,4,1,0,1,2,3,1,0,0,0
"1341","No","Travel_Rarely","Sales","Technical Degree","Female","Sales Executive","Yes","Married",36,1266,10,4,1880,2,63,2,2,3,5673,6060,1,13,3,1,1,10,4,3,10,9,1,7
"1342","No","Travel_Rarely","Research & Development","Life Sciences","Male","Laboratory Technician","No","Divorced",31,311,20,3,1881,2,89,3,2,3,4197,18624,1,11,3,1,1,10,2,3,10,8,0,2
"1343","No","Travel_Rarely","Sales","Life Sciences","Male","Sales Executive","Yes","Married",34,1480,4,3,1882,3,64,3,3,4,9713,24444,2,13,3,4,3,9,3,3,5,3,1,0
"1344","No","Travel_Rarely","Research & Development","Life Sciences","Male","Laboratory Technician","No","Single",29,592,7,3,1883,4,59,3,1,1,2062,19384,3,14,3,2,0,11,2,3,3,2,1,2
"1345","No","Travel_Rarely","Research & Development","Medical","Male","Research Scientist","Yes","Married",37,783,7,4,1885,4,78,3,2,1,4284,13588,5,22,4,3,1,16,2,3,5,3,0,4
"1346","No","Travel_Rarely","Research & Development","Other","Female","Manufacturing Director","Yes","Married",35,219,16,2,1886,4,44,2,2,2,4788,25388,0,11,3,4,0,4,2,3,3,2,0,2
"1347","No","Travel_Rarely","Research & Development","Life Sciences","Female","Manufacturing Director","No","Married",45,556,25,2,1888,2,93,2,2,4,5906,23888,0,13,3,4,2,10,2,2,9,8,3,8
"1348","No","Travel_Frequently","Human Resources","Human Resources","Male","Human Resources","No","Single",36,1213,2,1,1890,2,94,2,2,4,3886,4223,1,21,4,4,0,10,2,2,10,1,0,8
"1349","No","Travel_Rarely","Research & Development","Life Sciences","Male","Manager","No","Divorced",40,1137,1,4,1892,1,98,3,4,1,16823,18991,2,11,3,1,1,22,3,3,19,7,11,16
"1350","No","Travel_Rarely","Research & Development","Life Sciences","Female","Research Scientist","Yes","Married",26,482,1,2,1893,2,90,2,1,3,2933,14908,1,13,3,3,1,1,3,2,1,0,1,0
"1351","No","Travel_Rarely","Sales","Medical","Female","Sales Executive","No","Single",27,511,2,2,1898,1,89,4,2,3,6500,26997,0,14,3,2,0,9,5,2,8,7,0,7
"1352","No","Travel_Frequently","Research & Development","Medical","Female","Manager","No","Divorced",48,117,22,3,1900,4,58,3,4,4,17174,2437,3,11,3,2,1,24,3,3,22,17,4,7
"1353","No","Travel_Rarely","Research & Development","Life Sciences","Male","Healthcare Representative","No","Married",44,170,1,4,1903,2,78,4,2,1,5033,9364,2,15,3,4,1,10,5,3,2,0,2,2
"1354","Yes","Non-Travel","Research & Development","Technical Degree","Male","Research Scientist","Yes","Married",34,967,16,4,1905,4,85,1,1,1,2307,14460,1,23,4,2,1,5,2,3,5,2,3,0
"1355","Yes","Travel_Rarely","Research & Development","Life Sciences","Male","Laboratory Technician","No","Single",56,1162,24,2,1907,1,97,3,1,4,2587,10261,1,16,3,4,0,5,3,3,4,2,1,0
"1356","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","No","Married",36,335,17,2,1908,3,33,2,2,2,5507,16822,2,16,3,3,2,12,1,1,4,2,1,3
"1357","No","Travel_Rarely","Sales","Marketing","Female","Sales Executive","No","Married",41,337,8,3,1909,3,54,3,2,2,4393,26841,5,21,4,3,1,14,3,3,5,4,1,4
"1358","No","Travel_Rarely","Research & Development","Medical","Male","Research Director","No","Married",42,1396,6,3,1911,3,83,3,3,1,13348,14842,9,13,3,2,1,18,3,4,13,7,5,7
"1359","No","Travel_Rarely","Sales","Medical","Female","Sales Executive","Yes","Divorced",31,1079,10,2,1912,3,86,3,2,4,6583,20115,2,11,3,4,1,8,2,3,5,2,1,4
"1360","No","Travel_Rarely","Sales","Medical","Female","Sales Executive","Yes","Married",34,735,3,1,1915,4,75,2,2,4,8103,16495,3,12,3,3,0,9,3,2,4,2,0,1
"1361","No","Travel_Rarely","Research & Development","Medical","Female","Laboratory Technician","No","Divorced",31,471,4,3,1916,1,62,4,1,3,3978,16031,8,12,3,2,1,4,0,2,2,2,2,2
"1362","No","Travel_Frequently","Research & Development","Other","Male","Laboratory Technician","No","Married",26,1096,6,3,1918,3,61,4,1,4,2544,7102,0,18,3,1,1,8,3,3,7,7,7,7
"1363","No","Travel_Frequently","Research & Development","Medical","Male","Healthcare Representative","No","Single",45,1297,1,4,1922,2,44,3,2,3,5399,14511,4,12,3,3,0,12,3,3,4,2,0,3
"1364","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","No","Single",33,217,10,4,1924,2,43,3,2,3,5487,10410,1,14,3,2,0,10,2,2,10,4,0,9
"1365","No","Travel_Frequently","Sales","Life Sciences","Male","Sales Executive","Yes","Married",28,783,1,2,1927,3,42,2,2,4,6834,19255,1,12,3,3,1,7,2,3,7,7,0,7
"1366","Yes","Travel_Frequently","Sales","Technical Degree","Male","Sales Representative","No","Single",29,746,24,3,1928,3,45,4,1,1,1091,10642,1,17,3,4,0,1,3,3,1,0,0,0
"1367","No","Non-Travel","Sales","Life Sciences","Female","Sales Executive","No","Married",39,1251,21,4,1929,1,32,1,2,3,5736,3987,6,19,3,3,1,10,1,3,3,2,1,2
"1368","No","Travel_Rarely","Research & Development","Technical Degree","Male","Research Scientist","No","Married",27,1354,2,4,1931,2,41,3,1,2,2226,6073,1,11,3,3,1,6,3,2,5,3,1,2
"1369","No","Travel_Frequently","Research & Development","Other","Male","Research Scientist","Yes","Married",34,735,22,4,1932,3,86,2,2,4,5747,26496,1,15,3,2,0,16,3,3,15,10,6,11
"1370","Yes","Travel_Rarely","Sales","Marketing","Female","Sales Executive","Yes","Single",28,1475,13,2,1933,4,84,3,2,3,9854,23352,3,11,3,4,0,6,0,3,2,0,2,2
"1371","No","Non-Travel","Research & Development","Technical Degree","Male","Research Scientist","No","Married",47,1169,14,4,1934,3,64,3,2,2,5467,2125,8,18,3,3,1,16,4,4,8,7,1,7
"1372","No","Travel_Rarely","Sales","Marketing","Female","Sales Executive","No","Married",56,1443,11,5,1935,4,89,2,2,1,5380,20328,4,16,3,3,1,6,3,3,0,0,0,0
"1373","No","Travel_Rarely","Research & Development","Medical","Male","Manufacturing Director","No","Married",39,867,9,2,1936,1,87,3,2,1,5151,12315,1,25,4,4,1,10,3,3,10,0,7,9
"1374","No","Travel_Frequently","Research & Development","Medical","Female","Research Scientist","Yes","Divorced",38,1394,8,3,1937,4,58,2,2,2,2133,18115,1,16,3,3,1,20,3,3,20,11,0,7
"1375","No","Travel_Rarely","Sales","Life Sciences","Female","Manager","Yes","Married",58,605,21,3,1938,4,72,3,4,4,17875,11761,4,13,3,3,1,29,2,2,1,0,0,0
"1376","Yes","Travel_Frequently","Research & Development","Life Sciences","Female","Research Scientist","Yes","Single",32,238,5,2,1939,1,47,4,1,3,2432,15318,3,14,3,1,0,8,2,3,4,1,0,3
"1377","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","No","Divorced",38,1206,9,2,1940,2,71,3,1,4,4771,14293,2,19,3,4,2,10,0,4,5,2,0,3
"1378","No","Travel_Frequently","Research & Development","Life Sciences","Male","Research Director","No","Married",49,1064,2,1,1941,2,42,3,5,4,19161,13738,3,15,3,4,0,28,3,3,5,4,4,3
"1379","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","Yes","Divorced",42,419,12,4,1943,2,77,3,2,4,5087,2900,3,12,3,3,2,14,4,3,0,0,0,0
"1380","Yes","Travel_Frequently","Human Resources","Human Resources","Female","Human Resources","No","Married",27,1337,22,3,1944,1,58,2,1,2,2863,19555,1,12,3,1,0,1,2,3,1,0,0,0
"1381","No","Travel_Rarely","Sales","Medical","Male","Sales Executive","No","Married",35,682,18,4,1945,2,71,3,2,1,5561,15975,0,16,3,4,1,6,2,1,5,3,0,4
"1382","No","Non-Travel","Research & Development","Medical","Male","Research Scientist","No","Single",28,1103,16,3,1947,3,49,3,1,3,2144,2122,1,14,3,3,0,5,3,2,5,3,1,4
"1383","No","Non-Travel","Research & Development","Medical","Male","Research Scientist","Yes","Divorced",31,976,3,2,1948,3,48,3,1,1,3065,3995,1,13,3,4,1,4,3,4,4,2,2,3
"1384","No","Non-Travel","Research & Development","Life Sciences","Male","Laboratory Technician","No","Married",36,1351,9,4,1949,1,66,4,1,2,2810,9238,1,22,4,2,0,5,3,3,5,4,0,2
"1385","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","No","Single",34,937,1,3,1950,1,32,3,3,4,9888,6770,1,21,4,1,0,14,3,2,14,8,2,1
"1386","No","Travel_Rarely","Sales","Medical","Male","Sales Executive","No","Divorced",34,1239,13,4,1951,4,39,3,3,3,8628,22914,1,18,3,3,1,9,2,2,8,7,1,1
"1387","No","Travel_Rarely","Research & Development","Medical","Male","Laboratory Technician","No","Single",26,157,1,3,1952,3,95,3,1,1,2867,20006,0,13,3,4,0,8,6,2,7,7,7,6
"1388","No","Travel_Rarely","Research & Development","Life Sciences","Male","Healthcare Representative","No","Married",29,136,1,3,1954,1,89,3,2,1,5373,6225,0,12,3,1,1,6,5,2,5,3,0,2
"1389","No","Non-Travel","Research & Development","Medical","Female","Healthcare Representative","No","Divorced",32,1146,15,4,1955,3,34,3,2,4,6667,16542,5,18,3,2,1,9,6,3,5,1,1,2
"1390","No","Travel_Frequently","Research & Development","Life Sciences","Male","Research Scientist","No","Married",31,1125,1,3,1956,4,48,1,2,1,5003,5771,1,21,4,2,0,10,6,3,10,8,8,7
"1391","Yes","Travel_Rarely","Research & Development","Technical Degree","Male","Laboratory Technician","No","Divorced",28,1404,17,3,1960,3,32,2,1,4,2367,18779,5,12,3,1,1,6,2,2,4,1,0,3
"1392","No","Travel_Rarely","Sales","Life Sciences","Male","Sales Representative","No","Single",38,1404,1,3,1961,1,59,2,1,1,2858,11473,4,14,3,1,0,20,3,2,1,0,0,0
"1393","No","Travel_Rarely","Sales","Life Sciences","Female","Sales Executive","Yes","Married",35,1224,7,4,1962,3,55,3,2,4,5204,13586,1,11,3,4,0,10,2,3,10,8,0,9
"1394","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","No","Single",27,954,9,3,1965,4,44,3,2,4,4105,5099,1,14,3,1,0,7,5,3,7,7,0,7
"1395","No","Travel_Rarely","Research & Development","Life Sciences","Male","Manufacturing Director","No","Single",32,1373,5,4,1966,4,56,2,2,4,9679,10138,8,24,4,2,0,8,1,3,1,0,0,0
"1396","Yes","Travel_Frequently","Sales","Marketing","Male","Sales Executive","Yes","Married",31,754,26,4,1967,1,63,3,2,4,5617,21075,1,11,3,3,0,10,4,3,10,7,0,8
"1397","Yes","Travel_Rarely","Sales","Life Sciences","Male","Sales Executive","Yes","Single",53,1168,24,4,1968,1,66,3,3,1,10448,5843,6,13,3,2,0,15,2,2,2,2,2,2
"1398","No","Travel_Rarely","Research & Development","Life Sciences","Female","Research Scientist","No","Married",54,155,9,2,1969,1,67,3,2,3,2897,22474,3,11,3,3,2,9,6,2,4,3,2,3
"1399","No","Travel_Frequently","Research & Development","Life Sciences","Male","Healthcare Representative","No","Divorced",33,1303,7,2,1970,4,36,3,2,3,5968,18079,1,20,4,3,3,9,2,3,9,7,2,8
"1400","No","Travel_Rarely","Research & Development","Life Sciences","Male","Healthcare Representative","No","Married",43,574,11,3,1971,1,30,3,3,3,7510,16873,1,17,3,2,1,10,1,3,10,9,0,9
"1401","No","Travel_Frequently","Human Resources","Other","Male","Human Resources","Yes","Married",38,1444,1,4,1972,4,88,3,1,2,2991,5224,0,11,3,2,1,7,2,3,6,2,1,2
"1402","No","Travel_Rarely","Human Resources","Human Resources","Male","Manager","Yes","Married",55,189,26,4,1973,3,71,4,5,2,19636,25811,4,18,3,1,1,35,0,3,10,9,1,4
"1403","No","Travel_Rarely","Research & Development","Medical","Female","Laboratory Technician","Yes","Divorced",31,1276,2,1,1974,4,59,1,1,4,1129,17536,1,11,3,3,3,1,4,3,1,0,0,0
"1404","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","No","Single",39,119,15,4,1975,2,77,3,4,1,13341,25098,0,12,3,1,0,21,3,3,20,8,11,10
"1405","No","Non-Travel","Research & Development","Life Sciences","Male","Research Scientist","No","Single",42,335,23,2,1976,4,37,2,2,3,4332,14811,1,12,3,4,0,20,2,3,20,9,3,7
"1406","No","Non-Travel","Research & Development","Medical","Female","Research Director","No","Married",31,697,10,3,1979,3,40,3,3,3,11031,26862,4,20,4,3,1,13,2,4,11,7,4,8
"1407","No","Travel_Rarely","Research & Development","Medical","Female","Manufacturing Director","Yes","Single",54,157,10,3,1980,3,77,3,2,1,4440,25198,6,19,3,4,0,9,3,3,5,2,1,4
"1408","No","Travel_Rarely","Research & Development","Life Sciences","Male","Healthcare Representative","No","Single",24,771,1,2,1981,2,45,2,2,3,4617,14120,1,12,3,2,0,4,2,2,4,3,1,2
"1409","No","Travel_Rarely","Research & Development","Other","Male","Laboratory Technician","No","Single",23,571,12,2,1982,4,78,3,1,4,2647,13672,1,13,3,3,0,5,6,4,5,2,1,4
"1410","No","Travel_Frequently","Research & Development","Technical Degree","Female","Laboratory Technician","No","Married",40,692,11,3,1985,4,73,3,2,3,6323,26849,1,11,3,1,1,10,2,4,10,9,9,4
"1411","No","Travel_Rarely","Sales","Marketing","Female","Sales Executive","No","Married",40,444,2,2,1986,2,92,3,2,2,5677,4258,3,14,3,3,1,15,4,3,11,8,5,10
"1412","No","Travel_Rarely","Human Resources","Human Resources","Female","Human Resources","No","Married",25,309,2,3,1987,3,82,3,1,2,2187,19655,4,14,3,3,0,6,3,3,2,0,1,2
"1413","No","Travel_Rarely","Research & Development","Medical","Male","Laboratory Technician","No","Married",30,911,1,2,1989,4,76,3,1,2,3748,4077,1,13,3,3,0,12,6,2,12,8,1,7
"1414","No","Travel_Rarely","Research & Development","Other","Male","Laboratory Technician","Yes","Divorced",25,977,2,1,1992,4,57,3,1,3,3977,7298,6,19,3,3,1,7,2,2,2,2,0,2
"1415","No","Travel_Rarely","Research & Development","Medical","Male","Healthcare Representative","No","Single",47,1180,25,3,1993,1,84,3,3,3,8633,13084,2,23,4,2,0,25,3,3,17,14,12,11
"1416","No","Non-Travel","Research & Development","Medical","Male","Laboratory Technician","No","Divorced",33,1313,1,2,1994,2,59,2,1,3,2008,20439,1,12,3,3,3,1,2,2,1,1,0,0
"1417","No","Travel_Rarely","Sales","Life Sciences","Male","Sales Executive","No","Married",38,1321,1,4,1995,4,86,3,2,2,4440,7636,0,15,3,1,2,16,3,3,15,13,5,8
"1418","No","Travel_Rarely","Sales","Life Sciences","Male","Sales Representative","No","Married",31,1154,2,2,1996,1,54,3,1,3,3067,6393,0,19,3,3,1,3,1,3,2,2,1,2
"1419","No","Travel_Frequently","Research & Development","Life Sciences","Male","Manufacturing Director","No","Married",38,508,6,4,1997,1,72,2,2,3,5321,14284,2,11,3,4,1,10,1,3,8,3,7,7
"1420","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","Yes","Divorced",42,557,18,4,1998,4,35,3,2,1,5410,11189,6,17,3,3,1,9,3,2,4,3,1,2
"1421","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","No","Married",41,642,1,3,1999,4,76,3,1,4,2782,21412,3,22,4,1,1,12,3,3,5,3,1,0
"1422","No","Non-Travel","Research & Development","Medical","Female","Research Director","No","Married",47,1162,1,1,2000,3,98,3,3,2,11957,17231,0,18,3,1,2,14,3,1,13,8,5,12
"1423","No","Travel_Rarely","Research & Development","Medical","Male","Laboratory Technician","Yes","Married",35,1490,11,4,2003,4,43,3,1,3,2660,20232,7,11,3,3,1,5,3,3,2,2,2,2
"1424","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","No","Single",22,581,1,2,2007,4,63,3,1,3,3375,17624,0,12,3,4,0,4,2,4,3,2,1,2
"1425","No","Travel_Rarely","Research & Development","Medical","Male","Research Scientist","No","Single",35,1395,9,4,2008,2,48,3,2,3,5098,18698,1,19,3,2,0,10,5,3,10,7,0,8
"1426","No","Travel_Rarely","Research & Development","Medical","Female","Healthcare Representative","Yes","Married",33,501,15,2,2009,2,95,3,2,4,4878,21653,0,13,3,1,1,10,6,3,9,7,8,1
"1427","No","Travel_Rarely","Research & Development","Life Sciences","Female","Laboratory Technician","No","Single",32,267,29,4,2010,3,49,2,1,2,2837,15919,1,13,3,3,0,6,3,3,6,2,4,1
"1428","No","Travel_Rarely","Research & Development","Life Sciences","Male","Laboratory Technician","No","Married",40,543,1,4,2012,1,83,3,1,4,2406,4060,8,19,3,3,2,8,3,2,1,0,0,0
"1429","No","Travel_Rarely","Sales","Medical","Male","Sales Representative","No","Married",32,234,1,4,2013,2,68,2,1,2,2269,18024,0,14,3,2,1,3,2,3,2,2,2,2
"1430","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","No","Single",39,116,24,1,2014,1,52,3,2,4,4108,5340,7,13,3,1,0,18,2,3,7,7,1,7
"1431","No","Travel_Rarely","Research & Development","Medical","Female","Research Director","No","Married",38,201,10,3,2015,2,99,1,3,3,13206,3376,3,12,3,1,1,20,3,3,18,16,1,11
"1432","No","Travel_Rarely","Sales","Marketing","Female","Sales Executive","No","Married",32,801,1,4,2016,3,48,3,3,4,10422,24032,1,19,3,3,2,14,3,3,14,10,5,7
"1433","No","Travel_Rarely","Research & Development","Life Sciences","Female","Research Director","Yes","Married",37,161,10,3,2017,3,42,4,3,4,13744,15471,1,25,4,1,1,16,2,3,16,11,6,8
